ampl.tab 4 1
load_zone	technology	site	orientation	max_capacity
PG&E_North	Wind	wind_22_21	na	60
PG&E_North	Wind	wind_24_15	na	60
PG&E_North	Wind	wind_24_16	na	90
PG&E_North	Wind	wind_24_17	na	90
PG&E_North	Wind	wind_24_18	na	30
PG&E_North	Wind	wind_24_19	na	240
PG&E_North	Wind	wind_24_20	na	150
PG&E_North	Wind	wind_24_21	na	90
PG&E_South	Wind	wind_12_15	na	60
PG&E_South	Wind	wind_12_21	na	30
PG&E_South	Wind	wind_12_25	na	30
PG&E_South	Wind	wind_23_12	na	90
PG&E_South	Wind	wind_23_13	na	60
PG&E_South	Wind	wind_23_14	na	30
PG&E_South	Wind	wind_23_15	na	150
PG&E_South	Wind	wind_23_16	na	60
PG&E_South	Wind	wind_23_18	na	30
PG&E_South	Wind	wind_23_19	na	30
PG&E_South	Wind	wind_23_20	na	30
PG&E_South	Wind	wind_23_25	na	60
PG&E_South	Wind	wind_23_27	na	30
PG&E_South	Wind	wind_23_28	na	60
PG&E_South	Wind	wind_23_30	na	30
San_Diego	Wind	wind_1_14	na	30
San_Diego	Wind	wind_1_9	na	30
San_Diego	Wind	wind_3_13	na	30
San_Diego	Wind	wind_3_17	na	30
San_Diego	Wind	wind_3_18	na	60
San_Diego	Wind	wind_3_19	na	90
San_Diego	Wind	wind_3_2	na	30
San_Diego	Wind	wind_3_20	na	150
San_Diego	Wind	wind_3_21	na	90
San_Diego	Wind	wind_3_22	na	90
San_Diego	Wind	wind_3_23	na	180
San_Diego	Wind	wind_3_24	na	30
San_Diego	Wind	wind_3_25	na	30
San_Diego	Wind	wind_3_26	na	90
San_Diego	Wind	wind_3_27	na	90
San_Diego	Wind	wind_3_28	na	300
San_Diego	Wind	wind_3_29	na	270
San_Diego	Wind	wind_3_30	na	60
San_Diego	Wind	wind_3_31	na	150
San_Diego	Wind	wind_3_32	na	60
San_Diego	Wind	wind_3_35	na	30
Sierra	Wind	wind_21_16	na	30
Sierra	Wind	wind_21_18	na	30
Sierra	Wind	wind_21_19	na	30
Sierra	Wind	wind_21_20	na	180
Sierra	Wind	wind_21_21	na	210
Sierra	Wind	wind_21_22	na	390
Sierra	Wind	wind_21_23	na	450
Sierra	Wind	wind_21_24	na	450
Sierra	Wind	wind_21_25	na	360
Sierra	Wind	wind_21_26	na	390
Sierra	Wind	wind_21_27	na	420
Sierra	Wind	wind_21_28	na	570
Sierra	Wind	wind_21_29	na	300
Sierra	Wind	wind_21_30	na	330
Sierra	Wind	wind_21_31	na	300
Sierra	Wind	wind_21_32	na	180
Sierra	Wind	wind_21_33	na	90
Sierra	Wind	wind_21_34	na	90
Sierra	Wind	wind_21_35	na	30
Sierra	Wind	wind_21_36	na	30
Sierra	Wind	wind_21_37	na	30
ZP26	Wind	wind_13_12	na	30
