ampl.tab 3 3
load_zone	site	date	avg_flow	min_flow	max_flow
PG&E_North	Nelson_50223	240408090	0.325564516129032	0.325564516129032	0.325564516129032
PG&E_North	Nelson_50223	200408010	0.325564516129032	0.325564516129032	0.325564516129032
PG&E_North	Nelson_50223	160408080	0.325564516129032	0.325564516129032	0.325564516129032
PG&E_North	Nelson_50223	120408180	0.325564516129032	0.325564516129032	0.325564516129032
PG&E_North	Nelson_50223	240410071	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	200410071	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	160410071	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	120410071	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	240410090	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	200410150	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	160410020	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	120410040	0.210604838709677	0.210604838709677	0.210604838709677
PG&E_North	Nelson_50223	240412061	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Nelson_50223	200412061	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Nelson_50223	160412061	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Nelson_50223	120412061	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Nelson_50223	240412100	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Nelson_50223	200412070	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Nelson_50223	160412080	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Nelson_50223	120412160	0.235672043010753	0.235672043010753	0.235672043010753
PG&E_North	Oak_Fl_626	120402220	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	240402021	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	200402021	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	160402021	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	120402021	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	240402200	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	200402260	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	160402230	0.44683908045977	0.44683908045977	0.44683908045977
PG&E_North	Oak_Fl_626	120404100	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	240404271	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	200404271	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	160404271	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	120404271	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	240404210	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	200404270	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	160404090	0.761111111111111	0.761111111111111	0.761111111111111
PG&E_North	Oak_Fl_626	120406290	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	240406151	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	200406151	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	160406151	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	120406151	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	240406300	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	200406230	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	160406160	1.12777777777778	1.12777777777778	1.12777777777778
PG&E_North	Oak_Fl_626	120408180	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	240408111	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	200408111	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	160408111	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	120408111	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	240408090	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	200408010	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	160408080	1.12231182795699	1.12231182795699	1.12231182795699
PG&E_North	Oak_Fl_626	120410040	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	240410071	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	200410071	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	160410071	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	120410071	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	240410090	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	200410150	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	160410020	0.467741935483871	0.467741935483871	0.467741935483871
PG&E_North	Oak_Fl_626	120412160	0.422043010752688	0.422043010752688	0.422043010752688
PG&E_North	Oak_Fl_626	240412061	0.422043010752688	0.422043010752688	0.422043010752688
PG&E_North	Oak_Fl_626	200412061	0.422043010752688	0.422043010752688	0.422043010752688
PG&E_North	Oak_Fl_626	160412061	0.422043010752688	0.422043010752688	0.422043010752688
