ampl.tab 4 2
load_zone	technology	site	orientation	connect_length_km	connect_cost_per_kw
Sierra	Wind	wind_21_22	na	67.0910353696168	190
Sierra	Wind	wind_21_23	na	59.5813416188986	190
Sierra	Wind	wind_21_24	na	42.3979578380282	190
Sierra	Wind	wind_21_25	na	67.3567232305061	190
Sierra	Wind	wind_21_26	na	63.3402144502501	190
Sierra	Wind	wind_21_27	na	42.8941217343751	190
Sierra	Wind	wind_21_28	na	44.3244568477794	190
Sierra	Wind	wind_21_29	na	50.0770782794984	190
Sierra	Wind	wind_21_30	na	43.4785114792605	190
Sierra	Wind	wind_21_31	na	49.4215816988249	190
Sierra	Wind	wind_21_32	na	49.9006663103764	190
Sierra	Wind	wind_21_33	na	40.8519954124111	190
Sierra	Wind	wind_21_34	na	47.7215970973117	190
Sierra	Wind	wind_21_35	na	29.0855799422132	190
Sierra	Wind	wind_21_36	na	42.8614422180492	190
Sierra	Wind	wind_21_37	na	43.3988924387565	190
ZP26	Wind	wind_13_12	na	63.8220213754033	74.75
