ampl.tab 2 1
load_zone	hour	system_load
Geysers	1204094100	341.430919966262
Humboldt	1204094100	107.683617596968
Imperial	1204094100	434.292710040653
Los_Angeles	1204094100	2932.36266310134
Northwest	1204094100	0
North_Coast	1204094100	172.883617074506
Orange	1204094100	3055.95295191311
Other_Bay_Area	1204094100	4329.23302205613
Other_SCE	1204094100	8811.30021501614
PG&E_North	1204094100	1668.39110901344
PG&E_South	1204094100	1822.28031464358
Sacramento	1204094100	1262.68908801687
San_Diego	1204094100	2382.67391562229
San_Francisco	1204094100	715.304514391669
Sierra	1204094100	281.827613139399
Southwest	1204094100	0
ZP26	1204094100	1129.89882502024
Fresno	1204094271	1547.77858362978
Geysers	1204094271	406.872128115543
Humboldt	1204094271	134.04347426977
Imperial	1204094271	600.947345528203
Los_Angeles	1204094271	4712.83654950734
Northwest	1204094271	0
North_Coast	1204094271	213.160297623923
Orange	1204094271	3976.2948343948
Other_Bay_Area	1204094271	5977.17232190138
Other_SCE	1204094271	12064.1265422251
PG&E_North	1204094271	2150.47017818437
PG&E_South	1204094271	2370.09311591408
Sacramento	1204094271	1726.69908075283
San_Diego	1204094271	3240.39954495808
San_Francisco	1204094271	947.300666745086
Sierra	1204094271	322.662072370216
Southwest	1204094271	0
ZP26	1204094271	1525.81496770913
Fresno	1204114100	1360.58422314982
Geysers	1204114100	353.493817174104
Humboldt	1204114100	107.395536175574
Imperial	1204114100	499.173522329699
Los_Angeles	1204114100	3006.41683544146
Northwest	1204114100	0
North_Coast	1204114100	166.450524890978
Orange	1204114100	3047.9456710822
Other_Bay_Area	1204114100	4733.64783114735
Other_SCE	1204114100	9406.32028617032
PG&E_North	1204114100	1711.40949761864
PG&E_South	1204114100	1871.16450787138
Sacramento	1204114100	1356.0244313833
San_Diego	1204114100	2555.37581030924
San_Francisco	1204114100	745.262969962325
Sierra	1204114100	282.522076515501
Southwest	1204114100	0
ZP26	1204114100	1158.77947795921
Fresno	1204114271	1728.4147321557
Geysers	1204114271	461.305960969189
Humboldt	1204114271	132.458993483298
Imperial	1204114271	695.088131986819
Los_Angeles	1204114271	5111.67116339626
Northwest	1204114271	0
North_Coast	1204114271	232.319715994247
Orange	1204114271	4381.5291180454
Other_Bay_Area	1204114271	6584.54481636858
Other_SCE	1204114271	13679.2715740943
PG&E_North	1204114271	2532.19395487564
PG&E_South	1204114271	2803.86713959049
Sacramento	1204114271	1961.37080121699
San_Diego	1204114271	3681.48528275598
San_Francisco	1204114271	980.569822765111
Sierra	1204114271	332.245658483092
Southwest	1204114271	0
ZP26	1204114271	1531.59106764066
Fresno	1204134100	1403.95999403908
Geysers	1204134100	359.072925539251
Humboldt	1204134100	101.77786054158
Imperial	1204134100	544.971742769026
Los_Angeles	1204134100	2945.05766407394
Northwest	1204134100	0
North_Coast	1204134100	159.737737686288
Orange	1204134100	2657.30701874283
Other_Bay_Area	1204134100	4868.16072008688
Other_SCE	1204134100	9865.06994079273
PG&E_North	1204134100	1708.62379943399
PG&E_South	1204134100	1867.99894474012
Sacramento	1204134100	1422.69253378789
San_Diego	1204134100	2545.91244663839
San_Francisco	1204134100	736.218906973331
Sierra	1204134100	276.827489547467
Southwest	1204134100	0
ZP26	1204134100	1180.75388780407
Fresno	1204134271	1872.00312773434
Geysers	1204134271	503.827692033351
Humboldt	1204134271	131.162616097424
Imperial	1204134271	776.507190545622
Los_Angeles	1204134271	5403.65618576587
Northwest	1204134271	0
North_Coast	1204134271	247.283623689697
Orange	1204134271	4733.24567445636
Other_Bay_Area	1204134271	7096.69518707578
Other_SCE	1204134271	14857.5683104515
PG&E_North	1204134271	2762.83500149526
PG&E_South	1204134271	3065.95752904675
Sacramento	1204134271	2210.70950421016
San_Diego	1204134271	3884.41654692291
San_Francisco	1204134271	967.326774536743
Sierra	1204134271	372.663435449579
Southwest	1204134271	0
ZP26	1204134271	1522.04792602144
Fresno	1204154100	1397.17172852083
Geysers	1204154100	361.937854422853
Humboldt	1204154100	102.065941962973
Imperial	1204154100	561.509989038783
Los_Angeles	1204154100	2887.93015969727
Northwest	1204154100	0
North_Coast	1204154100	161.27609231172
Orange	1204154100	2535.77739117409
Other_Bay_Area	1204154100	4877.92048066064
Other_SCE	1204154100	9795.87621419174
PG&E_North	1204154100	1756.69571320743
PG&E_South	1204154100	1922.62547771562
Sacramento	1204154100	1493.36072233676
San_Diego	1204154100	2478.48806619711
San_Francisco	1204154100	724.025605054807
Sierra	1204154100	277.10527065924
Southwest	1204154100	0
ZP26	1204154100	1138.0607486769
Fresno	1204154271	2030.66382386037
Geysers	1204154271	524.485375891999
Humboldt	1204154271	124.680685209647
Imperial	1204154271	791.773264025398
Los_Angeles	1204154271	5467.13119062883
Northwest	1204154271	0
North_Coast	1204154271	252.877609470379
Orange	1204154271	4943.56609363582
Other_Bay_Area	1204154271	7306.28503728389
Other_SCE	1204154271	15449.2030860225
PG&E_North	1204154271	2915.99154388222
PG&E_South	1204154271	3239.99733777428
Sacramento	1204154271	2424.04743190486
San_Diego	1204154271	3863.65022023478
San_Francisco	1204154271	954.810451006185
Sierra	1204154271	406.69214087859
Southwest	1204154271	0
ZP26	1204154271	1586.46424691217
Fresno	1204174100	1402.80944532236
Geysers	1204174100	361.636263586137
Humboldt	1204174100	107.539576886271
Imperial	1204174100	502.990040699643
Los_Angeles	1204174100	2897.45141042672
Northwest	1204174100	0
North_Coast	1204174100	172.603900713982
Orange	1204174100	2401.78052782
Other_Bay_Area	1204174100	4848.51533749712
Other_SCE	1204174100	9844.75610088379
PG&E_North	1204174100	1812.5418462761
PG&E_South	1204174100	1986.08672234974
Sacramento	1204174100	1469.36020547111
San_Diego	1204174100	2493.6027509371
San_Francisco	1204174100	726.771091612384
Sierra	1204174100	291.96678266916
Southwest	1204174100	0
ZP26	1204174100	1122.36474164486
Fresno	1204174271	2024.56599993043
Geysers	1204174271	503.676896614993
Humboldt	1204174271	121.079612494215
Imperial	1204174271	720.531587786445
Los_Angeles	1204174271	4979.43156993176
Northwest	1204174271	0
North_Coast	1204174271	254.975354138134
Orange	1204174271	4872.71608514646
Other_Bay_Area	1204174271	6985.08052693201
Other_SCE	1204174271	14891.4243658982
PG&E_North	1204174271	2881.00672579975
PG&E_South	1204174271	3200.2419923505
Sacramento	1204174271	2278.71096866285
San_Diego	1204174271	3565.29948667147
San_Francisco	1204174271	905.471881581762
Sierra	1204174271	416.831289215011
Southwest	1204174271	0
ZP26	1204174271	1543.89664518499
Fresno	1204194100	1425.36017208061
Geysers	1204194100	362.99337633506
Humboldt	1204194100	113.733415363052
Imperial	1204194100	477.546584900017
Los_Angeles	1204194100	3152.40934662627
Northwest	1204194100	0
North_Coast	1204194100	177.918191473502
Orange	1204194100	2604.19487693126
Other_Bay_Area	1204194100	4801.4669862399
Other_SCE	1204194100	10440.5164632894
PG&E_North	1204194100	1923.91042213142
PG&E_South	1204194100	2112.6408558042
Sacramento	1204194100	1545.36184221234
